age,kids,hours,domain,skill,education,city_type,language,device,work_mode,work_type,income
30,2,1,E-Commerce,E-commerce Packing,No Formal,Urban,Both,Laptop,Offline Local,E-commerce Packing Work,10122
28,0,2,E-Commerce,E-commerce Packing,PG,Urban,English,Laptop,Work From Home,E-commerce Packing Work,11961
33,2,5,E-Commerce,E-commerce Packing,12th,Rural,Hindi,Laptop,Offline Local,E-commerce Packing Work,13129
41,1,4,E-Commerce,E-commerce Packing,PG,Urban,English,Mobile,Offline Local,E-commerce Packing Work,13801
26,1,6,E-Commerce,E-commerce Packing,Diploma,Semi-Urban,English,Both,Work From Home,E-commerce Packing Work,15781
27,3,4,E-Commerce,E-commerce Packing,10th,Semi-Urban,Both,Laptop,Hybrid,E-commerce Packing Work,13238
41,4,2,E-Commerce,E-commerce Packing,No Formal,Rural,Both,Laptop,Hybrid,E-commerce Packing Work,10476
33,0,4,E-Commerce,E-commerce Packing,12th,Urban,Hindi,Both,Offline Local,E-commerce Packing Work,12595
45,4,1,E-Commerce,E-commerce Packing,12th,Semi-Urban,Hindi,Both,Offline Local,E-commerce Packing Work,11433
19,4,4,E-Commerce,E-commerce Packing,UG,Urban,Hindi,Mobile,Work From Home,E-commerce Packing Work,14209
27,2,2,Clothing,Tailoring / Stitching,UG,Rural,Hindi,Laptop,Hybrid,Tailoring / Stitching Work,9507
37,3,2,Clothing,Tailoring / Stitching,10th,Rural,English,Mobile,Offline Local,Tailoring / Stitching Work,9896
29,0,2,Clothing,Tailoring / Stitching,UG,Urban,Both,Both,Work From Home,Tailoring / Stitching Work,10847
28,4,4,Clothing,Tailoring / Stitching,Diploma,Semi-Urban,English,Mobile,Hybrid,Tailoring / Stitching Work,12197
23,1,2,Clothing,Tailoring / Stitching,No Formal,Semi-Urban,Hindi,Mobile,Hybrid,Tailoring / Stitching Work,9403
31,3,5,Clothing,Tailoring / Stitching,12th,Rural,Both,Both,Offline Local,Tailoring / Stitching Work,14417
45,2,4,Clothing,Tailoring / Stitching,No Formal,Rural,English,Mobile,Work From Home,Tailoring / Stitching Work,12305
41,1,5,Clothing,Tailoring / Stitching,No Formal,Urban,Both,Both,Work From Home,Tailoring / Stitching Work,13430
44,2,5,Clothing,Tailoring / Stitching,12th,Semi-Urban,Hindi,Both,Offline Local,Tailoring / Stitching Work,12128
37,2,4,Clothing,Tailoring / Stitching,10th,Urban,English,Mobile,Work From Home,Tailoring / Stitching Work,11847
19,2,3,Clothing,Tailoring / Stitching,UG,Rural,Hindi,Laptop,Work From Home,Tailoring / Stitching Work,11257
38,1,1,Clothing,Tailoring / Stitching,PG,Rural,English,Laptop,Work From Home,Tailoring / Stitching Work,10364
40,4,3,Clothing,Tailoring / Stitching,8th,Rural,Both,Both,Offline Local,Tailoring / Stitching Work,11730
41,1,1,Clothing,Tailoring / Stitching,8th,Semi-Urban,English,Laptop,Offline Local,Tailoring / Stitching Work,8581
32,0,3,Clothing,Tailoring / Stitching,Diploma,Semi-Urban,Hindi,Both,Offline Local,Tailoring / Stitching Work,12860
40,3,3,Clothing,Tailoring / Stitching,PG,Rural,Both,Both,Work From Home,Tailoring / Stitching Work,10709
25,4,3,Clothing,Tailoring / Stitching,10th,Rural,Hindi,Laptop,Hybrid,Tailoring / Stitching Work,10023
40,4,5,Clothing,Tailoring / Stitching,No Formal,Rural,Hindi,Mobile,Hybrid,Tailoring / Stitching Work,12531
35,3,3,Clothing,Tailoring / Stitching,PG,Urban,Both,Both,Offline Local,Tailoring / Stitching Work,11261
20,2,5,Clothing,Tailoring / Stitching,UG,Semi-Urban,Hindi,Laptop,Hybrid,Tailoring / Stitching Work,12303
40,1,2,Beauty,Mehndi,UG,Rural,English,Laptop,Hybrid,Mehndi Work,10345
33,4,5,Beauty,Mehndi,8th,Semi-Urban,Both,Laptop,Offline Local,Mehndi Work,14393
25,3,1,Beauty,Mehndi,12th,Rural,Both,Mobile,Offline Local,Mehndi Work,10258
29,1,1,Beauty,Mehndi,8th,Rural,Hindi,Both,Offline Local,Mehndi Work,10935
26,1,1,Beauty,Mehndi,Diploma,Urban,Both,Both,Work From Home,Mehndi Work,11136
35,2,4,Beauty,Mehndi,UG,Semi-Urban,Hindi,Laptop,Offline Local,Mehndi Work,10929
40,1,3,Beauty,Mehndi,12th,Urban,English,Mobile,Offline Local,Mehndi Work,10456
42,4,6,Beauty,Mehndi,No Formal,Urban,English,Laptop,Offline Local,Mehndi Work,14055
20,0,6,Beauty,Mehndi,PG,Rural,Hindi,Mobile,Hybrid,Mehndi Work,14085
33,3,4,Beauty,Mehndi,No Formal,Rural,Both,Both,Offline Local,Mehndi Work,11065
41,4,4,Beauty,Mehndi,Diploma,Urban,Both,Mobile,Hybrid,Mehndi Work,11263
41,3,3,Beauty,Mehndi,10th,Urban,Both,Mobile,Hybrid,Mehndi Work,12196
40,3,2,Beauty,Mehndi,12th,Semi-Urban,Both,Laptop,Hybrid,Mehndi Work,9209
39,4,3,Beauty,Mehndi,UG,Semi-Urban,English,Laptop,Hybrid,Mehndi Work,10654
29,0,5,Beauty,Mehndi,8th,Urban,English,Laptop,Hybrid,Mehndi Work,13686
22,0,6,Beauty,Mehndi,PG,Rural,English,Laptop,Work From Home,Mehndi Work,13365
30,0,6,Beauty,Mehndi,No Formal,Semi-Urban,Hindi,Laptop,Work From Home,Mehndi Work,14085
42,2,2,Beauty,Mehndi,12th,Rural,English,Laptop,Hybrid,Mehndi Work,11660
41,0,2,Beauty,Mehndi,UG,Semi-Urban,Both,Both,Hybrid,Mehndi Work,10808
39,4,5,Beauty,Mehndi,12th,Rural,Hindi,Mobile,Work From Home,Mehndi Work,14091
20,0,6,Handicraft,Handicraft,PG,Rural,Hindi,Laptop,Hybrid,Handicraft Work,12190
40,0,3,Handicraft,Handicraft,No Formal,Semi-Urban,Hindi,Laptop,Offline Local,Handicraft Work,10196
40,2,2,Handicraft,Handicraft,8th,Semi-Urban,English,Both,Offline Local,Handicraft Work,9492
18,2,1,Handicraft,Handicraft,UG,Rural,Both,Laptop,Offline Local,Handicraft Work,8503
44,2,5,Handicraft,Handicraft,UG,Urban,Both,Both,Hybrid,Handicraft Work,13437
23,0,3,Handicraft,Handicraft,Diploma,Rural,Both,Both,Offline Local,Handicraft Work,12164
20,4,2,Handicraft,Handicraft,10th,Urban,Hindi,Both,Offline Local,Handicraft Work,10811
43,3,5,Handicraft,Handicraft,UG,Semi-Urban,English,Both,Offline Local,Handicraft Work,13233
26,3,4,Handicraft,Handicraft,UG,Semi-Urban,Both,Laptop,Hybrid,Handicraft Work,13121
45,1,3,Handicraft,Handicraft,12th,Rural,Both,Mobile,Work From Home,Handicraft Work,12061
43,0,3,Handicraft,Handicraft,8th,Rural,Hindi,Mobile,Offline Local,Handicraft Work,12352
35,3,4,Handicraft,Handicraft,12th,Semi-Urban,Both,Laptop,Hybrid,Handicraft Work,11035
26,0,5,Handicraft,Handicraft,10th,Semi-Urban,Hindi,Both,Work From Home,Handicraft Work,13433
27,3,2,Handicraft,Handicraft,No Formal,Urban,English,Mobile,Work From Home,Handicraft Work,11281
40,0,2,Handicraft,Handicraft,Diploma,Rural,Both,Mobile,Hybrid,Handicraft Work,10054
23,4,4,Handicraft,Handicraft,12th,Semi-Urban,English,Laptop,Work From Home,Handicraft Work,12915
43,2,3,Handicraft,Handicraft,8th,Urban,Hindi,Laptop,Hybrid,Handicraft Work,12241
22,2,2,Handicraft,Handicraft,8th,Rural,Hindi,Both,Offline Local,Handicraft Work,10529
28,1,6,Handicraft,Handicraft,PG,Semi-Urban,English,Both,Work From Home,Handicraft Work,12549
35,0,6,Handicraft,Handicraft,Diploma,Urban,Hindi,Mobile,Work From Home,Handicraft Work,12349
27,1,5,Social Media,Digital Marketing,8th,Urban,Both,Laptop,Work From Home,Digital Marketing Work,15957
42,1,4,Social Media,Digital Marketing,12th,Rural,Both,Mobile,Work From Home,Digital Marketing Work,15017
40,2,3,Social Media,Digital Marketing,No Formal,Urban,English,Laptop,Offline Local,Digital Marketing Work,15332
37,2,1,Social Media,Digital Marketing,Diploma,Rural,Both,Mobile,Work From Home,Digital Marketing Work,12197
40,4,4,Social Media,Digital Marketing,PG,Semi-Urban,Both,Both,Hybrid,Digital Marketing Work,14858
34,0,5,Social Media,Digital Marketing,12th,Rural,Both,Both,Hybrid,Digital Marketing Work,15866
39,0,6,Social Media,Digital Marketing,8th,Urban,Hindi,Both,Hybrid,Digital Marketing Work,15134
31,4,3,Social Media,Digital Marketing,Diploma,Semi-Urban,Both,Both,Hybrid,Digital Marketing Work,13463
28,1,1,Social Media,Digital Marketing,12th,Urban,English,Laptop,Work From Home,Digital Marketing Work,12781
41,3,1,Social Media,Digital Marketing,UG,Rural,Hindi,Both,Offline Local,Digital Marketing Work,12930
18,0,1,Social Media,Digital Marketing,PG,Semi-Urban,Hindi,Mobile,Work From Home,Digital Marketing Work,11336
31,1,1,Social Media,Digital Marketing,Diploma,Semi-Urban,English,Laptop,Offline Local,Digital Marketing Work,13401
34,4,5,Social Media,Digital Marketing,PG,Semi-Urban,Both,Laptop,Work From Home,Digital Marketing Work,14126
27,2,4,Social Media,Digital Marketing,Diploma,Rural,Hindi,Mobile,Work From Home,Digital Marketing Work,13890
22,3,6,Social Media,Digital Marketing,8th,Rural,Hindi,Both,Work From Home,Digital Marketing Work,17750
45,3,1,Social Media,Digital Marketing,No Formal,Rural,Hindi,Laptop,Offline Local,Digital Marketing Work,13659
34,2,6,Social Media,Digital Marketing,PG,Semi-Urban,Hindi,Both,Work From Home,Digital Marketing Work,17797
32,1,1,Social Media,Digital Marketing,10th,Semi-Urban,Both,Both,Work From Home,Digital Marketing Work,11594
23,3,3,Social Media,Digital Marketing,12th,Semi-Urban,Hindi,Mobile,Work From Home,Digital Marketing Work,13362
36,2,3,Social Media,Digital Marketing,8th,Urban,English,Laptop,Hybrid,Digital Marketing Work,14699
21,3,4,Cooking,Tiffin Service,10th,Rural,English,Laptop,Offline Local,Tiffin Service Work,11010
34,4,5,Cooking,Tiffin Service,10th,Urban,Both,Both,Offline Local,Tiffin Service Work,9748
18,0,3,Cooking,Tiffin Service,Diploma,Semi-Urban,English,Both,Offline Local,Tiffin Service Work,10735
41,0,4,Cooking,Tiffin Service,No Formal,Rural,Both,Mobile,Hybrid,Tiffin Service Work,9941
20,1,6,Cooking,Tiffin Service,8th,Semi-Urban,English,Both,Hybrid,Tiffin Service Work,10641
28,4,4,Cooking,Tiffin Service,UG,Semi-Urban,Both,Both,Offline Local,Tiffin Service Work,10217
29,3,5,Cooking,Tiffin Service,Diploma,Semi-Urban,Both,Laptop,Offline Local,Tiffin Service Work,10774
35,1,6,Cooking,Tiffin Service,No Formal,Semi-Urban,Hindi,Laptop,Offline Local,Tiffin Service Work,12985
19,2,5,Cooking,Tiffin Service,UG,Urban,Both,Both,Work From Home,Tiffin Service Work,11442
29,3,5,Cooking,Tiffin Service,PG,Urban,Both,Laptop,Offline Local,Tiffin Service Work,10814
27,4,6,Cooking,Tiffin Service,10th,Urban,English,Both,Work From Home,Tiffin Service Work,12464
35,0,5,Cooking,Tiffin Service,8th,Semi-Urban,English,Mobile,Hybrid,Tiffin Service Work,12388
27,2,6,Cooking,Tiffin Service,8th,Semi-Urban,Hindi,Both,Hybrid,Tiffin Service Work,10555
23,2,5,Cooking,Tiffin Service,No Formal,Urban,Both,Laptop,Hybrid,Tiffin Service Work,10165
44,1,2,Cooking,Tiffin Service,No Formal,Urban,Both,Both,Offline Local,Tiffin Service Work,7474
45,3,3,Cooking,Tiffin Service,PG,Rural,Hindi,Laptop,Work From Home,Tiffin Service Work,10512
44,2,2,Cooking,Tiffin Service,Diploma,Semi-Urban,Both,Laptop,Work From Home,Tiffin Service Work,8523
35,3,6,Cooking,Tiffin Service,Diploma,Rural,Hindi,Both,Offline Local,Tiffin Service Work,12000
42,0,6,Cooking,Tiffin Service,Diploma,Rural,English,Both,Hybrid,Tiffin Service Work,10968
39,3,5,Cooking,Tiffin Service,PG,Urban,Both,Both,Hybrid,Tiffin Service Work,10861
36,1,5,Baking,Home Bakery,10th,Urban,Hindi,Laptop,Work From Home,Home Bakery Work,10743
30,0,6,Baking,Home Bakery,12th,Rural,Hindi,Both,Work From Home,Home Bakery Work,12880
30,1,1,Baking,Home Bakery,PG,Semi-Urban,English,Both,Offline Local,Home Bakery Work,7777
45,2,1,Baking,Home Bakery,12th,Semi-Urban,Both,Both,Offline Local,Home Bakery Work,10178
24,3,1,Baking,Home Bakery,No Formal,Semi-Urban,Hindi,Both,Hybrid,Home Bakery Work,8448
33,3,2,Baking,Home Bakery,PG,Rural,Both,Both,Hybrid,Home Bakery Work,10150
30,2,5,Baking,Home Bakery,UG,Rural,Both,Laptop,Hybrid,Home Bakery Work,11037
26,0,1,Baking,Home Bakery,8th,Urban,Both,Laptop,Hybrid,Home Bakery Work,9251
38,0,3,Baking,Home Bakery,No Formal,Rural,English,Mobile,Work From Home,Home Bakery Work,10088
25,1,6,Baking,Home Bakery,No Formal,Semi-Urban,Hindi,Both,Work From Home,Home Bakery Work,11715
24,3,2,Baking,Home Bakery,Diploma,Rural,Both,Both,Work From Home,Home Bakery Work,11066
24,2,5,Baking,Home Bakery,Diploma,Rural,English,Laptop,Offline Local,Home Bakery Work,11149
32,0,4,Baking,Home Bakery,8th,Semi-Urban,Both,Both,Work From Home,Home Bakery Work,11939
20,0,5,Baking,Home Bakery,8th,Rural,English,Mobile,Work From Home,Home Bakery Work,11753
23,4,3,Baking,Home Bakery,No Formal,Rural,Hindi,Both,Offline Local,Home Bakery Work,9339
21,2,6,Baking,Home Bakery,Diploma,Rural,Both,Both,Work From Home,Home Bakery Work,11959
19,4,2,Baking,Home Bakery,12th,Urban,Hindi,Laptop,Work From Home,Home Bakery Work,9932
28,0,2,Baking,Home Bakery,No Formal,Urban,Both,Mobile,Offline Local,Home Bakery Work,9956
44,4,5,Baking,Home Bakery,10th,Semi-Urban,Both,Mobile,Work From Home,Home Bakery Work,11446
33,4,3,Baking,Home Bakery,No Formal,Rural,Both,Laptop,Work From Home,Home Bakery Work,11600
23,0,6,IT,Photography,8th,Urban,English,Both,Work From Home,Photography Work,17524
39,2,1,IT,Photography,UG,Urban,English,Mobile,Work From Home,Photography Work,11982
43,1,2,IT,Photography,UG,Rural,Both,Both,Offline Local,Photography Work,13603
34,1,4,IT,Photography,UG,Urban,Hindi,Laptop,Hybrid,Photography Work,15153
39,1,4,IT,Photography,UG,Urban,Hindi,Laptop,Hybrid,Photography Work,14790
22,1,2,IT,Photography,Diploma,Urban,Hindi,Both,Hybrid,Photography Work,14110
18,3,2,IT,Photography,UG,Semi-Urban,Hindi,Mobile,Hybrid,Photography Work,13960
20,1,2,IT,Photography,12th,Semi-Urban,Hindi,Laptop,Work From Home,Photography Work,14700
26,2,3,IT,Photography,10th,Urban,Hindi,Mobile,Offline Local,Photography Work,13337
34,4,2,IT,Photography,Diploma,Rural,Both,Mobile,Work From Home,Photography Work,12256
39,3,1,IT,Photography,PG,Urban,Hindi,Both,Offline Local,Photography Work,11632
38,0,6,IT,Photography,Diploma,Semi-Urban,English,Mobile,Hybrid,Photography Work,16703
30,1,3,IT,Photography,PG,Rural,Both,Laptop,Hybrid,Photography Work,14432
40,2,3,IT,Photography,No Formal,Semi-Urban,Both,Both,Work From Home,Photography Work,13934
32,0,6,IT,Photography,No Formal,Rural,English,Laptop,Offline Local,Photography Work,16432
18,4,5,IT,Photography,8th,Rural,English,Laptop,Offline Local,Photography Work,17120
31,3,4,IT,Photography,10th,Semi-Urban,English,Laptop,Offline Local,Photography Work,13947
24,3,3,IT,Photography,12th,Urban,Hindi,Both,Offline Local,Photography Work,15236
32,3,4,IT,Photography,UG,Semi-Urban,English,Both,Offline Local,Photography Work,15712
39,1,4,IT,Photography,12th,Semi-Urban,English,Mobile,Hybrid,Photography Work,14102
42,4,4,Beauty,Nail Art,8th,Rural,Hindi,Both,Offline Local,Nail Art Work,12048
44,3,2,Beauty,Nail Art,10th,Rural,Both,Both,Work From Home,Nail Art Work,9461
22,0,1,Beauty,Nail Art,8th,Semi-Urban,English,Laptop,Offline Local,Nail Art Work,11105
44,3,5,Beauty,Nail Art,UG,Semi-Urban,Both,Both,Work From Home,Nail Art Work,13950
26,2,2,Beauty,Nail Art,UG,Urban,Both,Mobile,Hybrid,Nail Art Work,10496
41,1,3,Beauty,Nail Art,Diploma,Urban,English,Laptop,Offline Local,Nail Art Work,12220
39,2,3,Beauty,Nail Art,Diploma,Rural,Both,Mobile,Hybrid,Nail Art Work,12549
44,1,4,Beauty,Nail Art,8th,Urban,English,Mobile,Work From Home,Nail Art Work,12258
31,1,2,Beauty,Nail Art,PG,Rural,Hindi,Laptop,Hybrid,Nail Art Work,11472
33,4,6,Beauty,Nail Art,12th,Urban,Both,Both,Work From Home,Nail Art Work,13771
36,0,6,Beauty,Nail Art,12th,Rural,Hindi,Both,Hybrid,Nail Art Work,12950
32,1,4,Beauty,Nail Art,PG,Urban,Hindi,Both,Offline Local,Nail Art Work,12193
20,1,6,Beauty,Nail Art,Diploma,Urban,Hindi,Mobile,Hybrid,Nail Art Work,12466
38,2,6,Beauty,Nail Art,PG,Semi-Urban,English,Mobile,Hybrid,Nail Art Work,13120
19,4,1,Beauty,Nail Art,8th,Urban,Hindi,Both,Offline Local,Nail Art Work,9247
30,4,5,Beauty,Nail Art,12th,Rural,English,Mobile,Offline Local,Nail Art Work,14064
32,2,5,Beauty,Nail Art,UG,Rural,Hindi,Laptop,Hybrid,Nail Art Work,12613
27,1,5,Beauty,Nail Art,8th,Rural,Both,Laptop,Hybrid,Nail Art Work,14343
40,2,4,Beauty,Nail Art,8th,Rural,Both,Both,Hybrid,Nail Art Work,12383
44,1,5,Beauty,Nail Art,No Formal,Urban,English,Mobile,Work From Home,Nail Art Work,14302
19,1,5,Beauty,Makeup Artist,Diploma,Semi-Urban,Both,Laptop,Work From Home,Makeup Artist Work,13143
19,2,4,Beauty,Makeup Artist,10th,Urban,Both,Mobile,Offline Local,Makeup Artist Work,11470
20,1,5,Beauty,Makeup Artist,UG,Urban,Both,Both,Hybrid,Makeup Artist Work,12372
44,0,1,Beauty,Makeup Artist,12th,Urban,Hindi,Laptop,Work From Home,Makeup Artist Work,8681
37,1,1,Beauty,Makeup Artist,12th,Semi-Urban,Both,Both,Hybrid,Makeup Artist Work,9353
38,2,5,Beauty,Makeup Artist,12th,Urban,English,Both,Hybrid,Makeup Artist Work,12512
36,3,4,Beauty,Makeup Artist,8th,Rural,Hindi,Laptop,Work From Home,Makeup Artist Work,12894
23,1,1,Beauty,Makeup Artist,Diploma,Semi-Urban,English,Both,Offline Local,Makeup Artist Work,10352
20,1,3,Beauty,Makeup Artist,Diploma,Semi-Urban,English,Mobile,Hybrid,Makeup Artist Work,11075
24,1,4,Beauty,Makeup Artist,Diploma,Semi-Urban,English,Both,Work From Home,Makeup Artist Work,12740
22,0,5,Beauty,Makeup Artist,No Formal,Rural,English,Both,Offline Local,Makeup Artist Work,11750
28,4,4,Beauty,Makeup Artist,No Formal,Semi-Urban,Both,Both,Offline Local,Makeup Artist Work,13373
19,2,2,Beauty,Makeup Artist,10th,Semi-Urban,Hindi,Laptop,Work From Home,Makeup Artist Work,9264
26,1,4,Beauty,Makeup Artist,PG,Rural,Hindi,Mobile,Work From Home,Makeup Artist Work,12138
43,1,4,Beauty,Makeup Artist,No Formal,Urban,Both,Both,Work From Home,Makeup Artist Work,12212
34,1,3,Beauty,Makeup Artist,12th,Rural,Both,Laptop,Work From Home,Makeup Artist Work,11117
27,0,1,Beauty,Makeup Artist,UG,Semi-Urban,English,Both,Offline Local,Makeup Artist Work,8921
45,3,2,Beauty,Makeup Artist,PG,Urban,Hindi,Laptop,Offline Local,Makeup Artist Work,9733
27,3,1,Beauty,Makeup Artist,10th,Rural,Hindi,Both,Work From Home,Makeup Artist Work,10296
21,1,6,Beauty,Makeup Artist,PG,Semi-Urban,English,Both,Offline Local,Makeup Artist Work,13154
20,1,6,Fitness,Yoga Instructor,No Formal,Rural,Hindi,Mobile,Offline Local,Yoga Instructor Work,16902
26,3,5,Fitness,Yoga Instructor,10th,Rural,English,Laptop,Hybrid,Yoga Instructor Work,15741
45,1,1,Fitness,Yoga Instructor,Diploma,Urban,Hindi,Laptop,Offline Local,Yoga Instructor Work,10889
42,3,3,Fitness,Yoga Instructor,8th,Urban,English,Both,Work From Home,Yoga Instructor Work,14073
38,3,1,Fitness,Yoga Instructor,PG,Semi-Urban,Both,Both,Hybrid,Yoga Instructor Work,11345
24,1,3,Fitness,Yoga Instructor,8th,Semi-Urban,English,Laptop,Hybrid,Yoga Instructor Work,14498
20,4,4,Fitness,Yoga Instructor,Diploma,Urban,English,Mobile,Hybrid,Yoga Instructor Work,15622
18,3,1,Fitness,Yoga Instructor,No Formal,Urban,Both,Mobile,Work From Home,Yoga Instructor Work,12790
44,4,2,Fitness,Yoga Instructor,8th,Semi-Urban,English,Both,Work From Home,Yoga Instructor Work,12045
39,1,2,Fitness,Yoga Instructor,PG,Semi-Urban,Hindi,Both,Hybrid,Yoga Instructor Work,12613
26,4,3,Fitness,Yoga Instructor,10th,Semi-Urban,English,Both,Offline Local,Yoga Instructor Work,13855
23,3,3,Fitness,Yoga Instructor,Diploma,Semi-Urban,Hindi,Laptop,Offline Local,Yoga Instructor Work,12258
42,0,2,Fitness,Yoga Instructor,8th,Rural,Hindi,Mobile,Hybrid,Yoga Instructor Work,12920
37,4,4,Fitness,Yoga Instructor,12th,Semi-Urban,English,Mobile,Work From Home,Yoga Instructor Work,14260
31,3,6,Fitness,Yoga Instructor,10th,Rural,Hindi,Mobile,Hybrid,Yoga Instructor Work,16855
29,2,1,Fitness,Yoga Instructor,No Formal,Semi-Urban,English,Laptop,Hybrid,Yoga Instructor Work,11801
24,3,1,Fitness,Yoga Instructor,8th,Semi-Urban,Hindi,Laptop,Offline Local,Yoga Instructor Work,11770
36,0,1,Fitness,Yoga Instructor,Diploma,Semi-Urban,Hindi,Both,Offline Local,Yoga Instructor Work,11716
23,3,4,Fitness,Yoga Instructor,PG,Urban,Both,Both,Hybrid,Yoga Instructor Work,15325
23,1,4,Fitness,Yoga Instructor,12th,Rural,Both,Laptop,Work From Home,Yoga Instructor Work,15233
40,4,2,Fitness,Zumba Trainer,No Formal,Urban,Both,Mobile,Work From Home,Zumba Trainer Work,12165
35,1,4,Fitness,Zumba Trainer,Diploma,Rural,Hindi,Laptop,Work From Home,Zumba Trainer Work,14323
34,1,5,Fitness,Zumba Trainer,8th,Urban,Both,Laptop,Offline Local,Zumba Trainer Work,15482
23,1,1,Fitness,Zumba Trainer,12th,Rural,Hindi,Mobile,Offline Local,Zumba Trainer Work,12012
32,4,6,Fitness,Zumba Trainer,UG,Urban,Both,Laptop,Work From Home,Zumba Trainer Work,16118
19,2,2,Fitness,Zumba Trainer,PG,Rural,Both,Laptop,Offline Local,Zumba Trainer Work,13980
42,0,3,Fitness,Zumba Trainer,12th,Semi-Urban,Hindi,Both,Hybrid,Zumba Trainer Work,13738
37,2,4,Fitness,Zumba Trainer,Diploma,Rural,Hindi,Both,Hybrid,Zumba Trainer Work,13534
21,4,6,Fitness,Zumba Trainer,UG,Semi-Urban,English,Mobile,Offline Local,Zumba Trainer Work,15168
28,3,1,Fitness,Zumba Trainer,8th,Urban,Both,Mobile,Hybrid,Zumba Trainer Work,12684
32,1,3,Fitness,Zumba Trainer,10th,Rural,English,Both,Hybrid,Zumba Trainer Work,13624
34,1,6,Fitness,Zumba Trainer,PG,Urban,Both,Both,Offline Local,Zumba Trainer Work,15715
29,4,6,Fitness,Zumba Trainer,8th,Urban,Both,Mobile,Hybrid,Zumba Trainer Work,15847
31,2,6,Fitness,Zumba Trainer,PG,Rural,Both,Both,Work From Home,Zumba Trainer Work,15562
21,3,2,Fitness,Zumba Trainer,Diploma,Semi-Urban,English,Mobile,Work From Home,Zumba Trainer Work,11606
27,0,6,Fitness,Zumba Trainer,8th,Urban,Both,Laptop,Offline Local,Zumba Trainer Work,16857
21,0,2,Fitness,Zumba Trainer,10th,Semi-Urban,Hindi,Both,Work From Home,Zumba Trainer Work,11740
31,1,2,Fitness,Zumba Trainer,Diploma,Semi-Urban,English,Both,Offline Local,Zumba Trainer Work,12565
31,1,5,Fitness,Zumba Trainer,10th,Semi-Urban,Hindi,Laptop,Offline Local,Zumba Trainer Work,14238
27,2,5,Fitness,Zumba Trainer,PG,Semi-Urban,Both,Both,Hybrid,Zumba Trainer Work,14930
27,4,1,Music,Dance Instructor,8th,Rural,Both,Mobile,Hybrid,Dance Instructor Work,9136
29,4,1,Music,Dance Instructor,12th,Urban,English,Mobile,Offline Local,Dance Instructor Work,9225
24,3,3,Music,Dance Instructor,PG,Urban,English,Both,Hybrid,Dance Instructor Work,10171
32,1,1,Music,Dance Instructor,No Formal,Semi-Urban,Both,Mobile,Hybrid,Dance Instructor Work,9564
37,2,5,Music,Dance Instructor,No Formal,Semi-Urban,Both,Laptop,Work From Home,Dance Instructor Work,13738
21,2,2,Music,Dance Instructor,10th,Semi-Urban,English,Mobile,Work From Home,Dance Instructor Work,10545
23,3,6,Music,Dance Instructor,12th,Semi-Urban,English,Both,Hybrid,Dance Instructor Work,13732
45,3,3,Music,Dance Instructor,No Formal,Rural,English,Laptop,Hybrid,Dance Instructor Work,10413
28,1,3,Music,Dance Instructor,Diploma,Rural,Both,Both,Offline Local,Dance Instructor Work,10830
24,3,5,Music,Dance Instructor,Diploma,Urban,English,Mobile,Work From Home,Dance Instructor Work,13453
35,0,6,Music,Dance Instructor,12th,Semi-Urban,Both,Mobile,Work From Home,Dance Instructor Work,12419
21,2,1,Music,Dance Instructor,Diploma,Urban,Hindi,Laptop,Hybrid,Dance Instructor Work,10762
19,3,3,Music,Dance Instructor,No Formal,Semi-Urban,Hindi,Mobile,Work From Home,Dance Instructor Work,10928
38,4,3,Music,Dance Instructor,No Formal,Semi-Urban,Both,Mobile,Hybrid,Dance Instructor Work,12104
36,0,1,Music,Dance Instructor,UG,Urban,Hindi,Laptop,Work From Home,Dance Instructor Work,11153
19,3,5,Music,Dance Instructor,No Formal,Urban,English,Both,Hybrid,Dance Instructor Work,12194
19,0,4,Music,Dance Instructor,UG,Urban,English,Both,Hybrid,Dance Instructor Work,13443
26,3,5,Music,Dance Instructor,12th,Urban,Hindi,Laptop,Offline Local,Dance Instructor Work,13601
18,4,2,Music,Dance Instructor,8th,Semi-Urban,English,Laptop,Offline Local,Dance Instructor Work,11220
19,2,3,Music,Dance Instructor,12th,Urban,Both,Laptop,Work From Home,Dance Instructor Work,11036
21,0,2,Music,Music Teacher,UG,Semi-Urban,English,Mobile,Hybrid,Music Teacher Work,9374
18,2,5,Music,Music Teacher,8th,Urban,Hindi,Both,Hybrid,Music Teacher Work,12771
23,4,6,Music,Music Teacher,No Formal,Semi-Urban,English,Mobile,Hybrid,Music Teacher Work,12935
35,3,3,Music,Music Teacher,UG,Semi-Urban,Both,Laptop,Offline Local,Music Teacher Work,10302
20,0,4,Music,Music Teacher,Diploma,Rural,Both,Both,Offline Local,Music Teacher Work,12306
32,2,2,Music,Music Teacher,10th,Rural,English,Laptop,Hybrid,Music Teacher Work,10911
24,2,4,Music,Music Teacher,10th,Rural,English,Laptop,Offline Local,Music Teacher Work,11759
29,1,6,Music,Music Teacher,UG,Rural,English,Laptop,Offline Local,Music Teacher Work,14471
35,4,4,Music,Music Teacher,8th,Rural,Hindi,Mobile,Work From Home,Music Teacher Work,12003
28,0,2,Music,Music Teacher,12th,Rural,Both,Mobile,Offline Local,Music Teacher Work,11550
41,3,6,Music,Music Teacher,10th,Rural,English,Mobile,Work From Home,Music Teacher Work,15145
